"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=primates&show=ref"
"Access Time","Mon 2023-03-13 21:35:20 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","primates"
"","timerule","major"
"","taxon_status","all"
"","show","ref"
"Elapsed Time","0.00432"
"Records Found","2322"
"Records Returned","2322"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no","primary_reference"
"60844","spm","N","","0","","RCS No. 5178","","","","tibia","male","1","table","","""Gorilla"" (""Troglodytes Gorilla"" according to the 1853 RCS ""Descriptive Catalogue"")","Troglodytes gorilla","species","231496","recombined as","Gorilla gorilla","species","231496","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"60845","spm","N","","0","","RCS No. 5082","","","","scapula","female","1","table","","""Troglodytes niger"" (ID is the same in the 1853 RCS ""Descriptive Catalogue""); all potential ""width"" measurements are strongly oblique relative to the axis of the spine","Troglodytes niger","species","157894","subjective synonym of","Pan troglodytes troglodytes","subspecies","236873","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"60846","spm","N","","0","","RCS No. 5082","","","","humerus","female","1","table","","","Troglodytes niger","species","157894","subjective synonym of","Pan troglodytes troglodytes","subspecies","236873","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"60847","spm","N","","0","","RCS No. 5082","","","","radius","female","1","table","","","Troglodytes niger","species","157894","subjective synonym of","Pan troglodytes troglodytes","subspecies","236873","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"60848","spm","N","","0","","RCS No. 5082","","","","ulna","female","1","table","","","Troglodytes niger","species","157894","subjective synonym of","Pan troglodytes troglodytes","subspecies","236873","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"60849","spm","N","","0","","RCS No. 5082","","","","femur","female","1","table","","","Troglodytes niger","species","157894","subjective synonym of","Pan troglodytes troglodytes","subspecies","236873","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"60850","spm","N","","0","","RCS No. 5082","","","","tibia","female","1","table","","","Troglodytes niger","species","157894","subjective synonym of","Pan troglodytes troglodytes","subspecies","236873","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"60851","spm","N","","0","","P. t. troglodytes females","","","","body","female","4","table","","","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60852","spm","N","","0","","P. t. verus females","","","","body","female","3","table","","","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60853","spm","N","","0","","P. t. troglodytes males","","","","body","male","5","table","","","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60854","spm","N","","0","","P. t. verus males","","","","body","male","1","table","","","Pan troglodytes","species","157891","","Pan troglodytes","species","157890","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60855","spm","N","","0","","G. g. beringei males","","","","body","male","5","table","","","Gorilla gorilla","species","231497","","Gorilla gorilla","species","231496","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60856","spm","N","","0","","G. g. beringei females","","","","body","female","1","table","","","Gorilla gorilla","species","231497","","Gorilla gorilla","species","231496","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60857","spm","N","","0","","G. g. graueri males","","","","body","male","4","table","","","Gorilla gorilla","species","231497","","Gorilla gorilla","species","231496","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60858","spm","N","","0","","G. g. graueri females","","","","body","female","2","table","","","Gorilla gorilla","species","231497","","Gorilla gorilla","species","231496","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60859","spm","N","","0","","Guatemala males","","","","body","male","49","table","","","Homo sapiens","species","83088","","Homo sapiens","species","83088","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60860","spm","N","","0","","Guatemala females","","","","body","female","49","table","","","Homo sapiens","species","83088","","Homo sapiens","species","83088","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60861","spm","N","","0","","Bougainville males","","","","body","male","194","table","","","Homo sapiens","species","83088","","Homo sapiens","species","83088","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60862","spm","N","","0","","Bougainville females","","","","body","female","193","table","","","Homo sapiens","species","83088","","Homo sapiens","species","83088","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60863","spm","N","","0","","Aboriginal males","","","","body","male","121","table","","","Homo sapiens","species","83088","","Homo sapiens","species","83088","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"60864","spm","N","","0","","Aboriginal females","","","","body","female","162","table","","","Homo sapiens","species","83088","","Homo sapiens","species","83088","","","41219","R. J. Smith and W. L. Jungers. 1997. Body mass in comparative primatology. Journal of Human Evolution 32:523-559"
"61241","spm","N","","0","","RCS No. 5050","","","","scapula","male","1","table","","""Orang"" or ""Simia"" (""Pithecus Satyrus, var. Abelii"" according to the 1853 RCS ""Descriptive Catalogue""","Pithecus satyrus abelii","species","232346","recombined as","Pongo abelii","species","232339","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61242","spm","N","","0","","RCS No. 5050","","","","humerus","male","1","table","","""Orang"" or ""Simia"" (""Pithecus Satyrus, var. Abelii"" according to the 1853 RCS ""Descriptive Catalogue""","Pithecus satyrus abelii","species","232346","recombined as","Pongo abelii","species","232339","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61243","spm","N","","0","","RCS No. 5050","","","","radius","male","1","table","","""Orang"" or ""Simia"" (""Pithecus Satyrus, var. Abelii"" according to the 1853 RCS ""Descriptive Catalogue""","Pithecus satyrus abelii","species","232346","recombined as","Pongo abelii","species","232339","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61244","spm","N","","0","","RCS No. 5050","","","","ulna","male","1","table","","""Orang"" or ""Simia"" (""Pithecus Satyrus, var. Abelii"" according to the 1853 RCS ""Descriptive Catalogue""","Pithecus satyrus abelii","species","232346","recombined as","Pongo abelii","species","232339","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61245","spm","N","","0","","RCS No. 5050","","","","femur","male","1","table","","""Orang"" or ""Simia"" (""Pithecus Satyrus, var. Abelii"" according to the 1853 RCS ""Descriptive Catalogue""","Pithecus satyrus abelii","species","232346","recombined as","Pongo abelii","species","232339","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61246","spm","N","","0","","RCS No. 5050","","","","tibia","male","1","table","","""Orang"" or ""Simia"" (""Pithecus Satyrus, var. Abelii"" according to the 1853 RCS ""Descriptive Catalogue""","Pithecus satyrus abelii","species","232346","recombined as","Pongo abelii","species","232339","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61247","spm","N","","0","","RCS No. 5027","","","","scapula","","1","table","","""Hylobates, 27"" (H. lar according to the 1853 RCS ""Descriptive Catalogue"")","Hylobates lar","species","231499","","Hylobates lar","species","231498","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61248","spm","N","","0","","RCS No. 5027","","","","humerus","","1","table","","""Hylobates, 27"" (H. lar according to the 1853 RCS ""Descriptive Catalogue"")","Hylobates lar","species","231499","","Hylobates lar","species","231498","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61249","spm","N","","0","","RCS No. 5027","","","","radius","","1","table","","""Hylobates, 27"" (H. lar according to the 1853 RCS ""Descriptive Catalogue"")","Hylobates lar","species","231499","","Hylobates lar","species","231498","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61250","spm","N","","0","","RCS No. 5027","","","","ulna","","1","table","","""Hylobates, 27"" (H. lar according to the 1853 RCS ""Descriptive Catalogue"")","Hylobates lar","species","231499","","Hylobates lar","species","231498","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61251","spm","N","","0","","RCS No. 5027","","","","femur","","1","table","","""Hylobates, 27"" (H. lar according to the 1853 RCS ""Descriptive Catalogue"")","Hylobates lar","species","231499","","Hylobates lar","species","231498","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61252","spm","N","","0","","RCS No. 5027","","","","tibia","","1","table","","""Hylobates, 27"" (H. lar according to the 1853 RCS ""Descriptive Catalogue"")","Hylobates lar","species","231499","","Hylobates lar","species","231498","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
"61253","spm","N","","0","","RCS No. 5026","","","","scapula","","1","table","","""Hylobates, 26"" (H. leuciscus according to the 1853 RCS ""Descriptive Catalogue"")","Hylobates leuciscus","species","232341","subjective synonym of","Hylobates moloch","species","232649","","","41208","St. G. Mivart. 1867. On the Appendicular Skeleton of Primates. Philosophical Transactions of the Royal Society of London 157:299-429"
